,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state
928,20000,20000, 36 months,14.47,688.13,C,C2,Sustainability Projects Specialist ,< 1 year,RENT,114000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,941xx,CA
929,7000,7000, 36 months,18.94,256.38,D,D2,Supervisory Management Analyst,6 years,OWN,98000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,441xx,OH
930,10000,10000, 36 months,11.8,331.19,B,B4,Director of Maintenance ,1 year,RENT,100000.0,Source Verified,Dec-18,Fully Paid,debt_consolidation,Debt consolidation,600xx,IL
931,5000,5000, 36 months,8.19,157.13,A,A4,Physical Therapist,2 years,RENT,73000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,857xx,AZ
932,10000,9975, 60 months,13.56,230.41,C,C1,Senior Revenue Manager,2 years,RENT,105000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,941xx,CA
933,15000,15000, 36 months,8.81,475.68,A,A5,Senior Revenue Manager,2 years,MORTGAGE,76000.0,Not Verified,Dec-18,Current,home_improvement,Home improvement,890xx,NV
934,11200,11200, 60 months,12.98,254.72,B,B5,Vp business banking ,4 years,RENT,125000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,191xx,PA
935,5000,5000, 36 months,14.47,172.04,C,C2,Overnight team member,2 years,RENT,33000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,331xx,FL
936,8000,8000, 36 months,13.56,271.72,C,C1,Health Ins Specialist ,10+ years,RENT,119000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,981xx,WA
937,3600,3575, 36 months,8.19,113.13,A,A4,Maintence,8 years,MORTGAGE,45000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,194xx,PA
938,22000,22000, 36 months,7.56,684.95,A,A3,Recruiter ,10+ years,MORTGAGE,70000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,316xx,GA
939,32000,32000, 60 months,12.98,727.78,B,B5,Retail Store Manager,< 1 year,RENT,140000.0,Not Verified,Dec-18,Current,house,Home buying,201xx,VA
940,40000,40000, 60 months,8.19,814.7,A,A4,Cyber Security Engineer,1 year,RENT,200400.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,210xx,MD
941,2400,2375, 36 months,7.56,74.73,A,A3,Cyber Security Engineer,1 year,MORTGAGE,48000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,338xx,FL
942,6000,6000, 36 months,10.33,194.54,B,B1,Compliance Manager,4 years,MORTGAGE,90000.0,Not Verified,Dec-18,Current,home_improvement,Home improvement,061xx,CT
943,13500,13500, 60 months,8.19,274.97,B,B1,R.N. Case Manager,< 1 year,MORTGAGE,86407.40846679515,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,373xx,TN
944,3125,3125, 36 months,6.46,95.73,A,A1,Software Engineer,10+ years,RENT,80000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,430xx,OH
945,35000,35000, 60 months,11.31,766.41,B,B3,Shop Foreman,4 years,RENT,95000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,707xx,LA
946,12000,12000, 36 months,8.81,380.54,A,A5,Operations manager,6 years,MORTGAGE,90000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,305xx,GA
947,35000,35000, 36 months,15.02,1213.63,C,C3,Director of Marketing,8 years,RENT,76000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,787xx,TX
948,12000,12000, 36 months,11.31,394.63,B,B3,Dir of Education ,1 year,MORTGAGE,86407.40846679515,Verified,Dec-18,Current,credit_card,Credit card refinancing,300xx,GA
949,6000,6000, 36 months,6.46,183.79,A,A1,Education Manager,10+ years,MORTGAGE,54000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,183xx,PA
950,7400,7400, 36 months,26.31,299.38,A,A1,Occupational Therapist,10+ years,MORTGAGE,50000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,278xx,NC
951,22000,22000, 36 months,6.46,673.88,A,A1,BUS DISPATCHER,10+ years,MORTGAGE,145000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,109xx,NY
952,24825,24825, 36 months,23.4,966.16,E,E1,Transportation specilist ,10+ years,MORTGAGE,85000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,282xx,NC
953,10000,10000, 36 months,16.14,352.27,E,E1,MANAGER,10+ years,MORTGAGE,94000.0,Verified,Dec-18,Current,moving,Moving and relocation,171xx,PA
954,4000,4000, 36 months,17.97,144.55,D,D1,operation supervisor,10+ years,MORTGAGE,86407.40846679515,Not Verified,Dec-18,Current,other,Other,180xx,PA
955,35000,35000, 36 months,7.02,1081.02,A,A2,General Foreman,10+ years,MORTGAGE,133000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,023xx,MA
956,40000,40000, 36 months,7.02,1235.45,A,A2,Care Manager,2 years,MORTGAGE,100000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,984xx,WA
957,16000,16000, 60 months,11.8,354.3,B,B4,Department Manager,10+ years,MORTGAGE,50000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,014xx,MA
958,6000,6000, 36 months,13.56,203.79,C,C1,Sr Account Mgr Sales,2 years,OWN,40000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,117xx,NY
959,20000,20000, 36 months,11.31,657.72,B,B3,Sr Account Mgr Sales,< 1 year,RENT,100000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,282xx,NC
960,23000,23000, 60 months,8.81,475.33,A,A5,Sr Account Mgr Sales,< 1 year,MORTGAGE,85000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,546xx,WI
961,13000,13000, 36 months,8.81,412.25,A,A5,Loan Counselor,2 years,RENT,45000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,335xx,FL
962,30000,30000, 36 months,14.47,1032.2,C,C2,Loan Counselor,< 1 year,OWN,240000.0,Not Verified,Dec-18,Current,home_improvement,Home improvement,331xx,FL
963,15000,15000, 60 months,8.19,305.52,A,A4,Cusromer service rep,7 years,MORTGAGE,30000.0,Verified,Dec-18,Current,home_improvement,Home improvement,329xx,FL
964,25000,25000, 36 months,8.19,785.61,A,A4,Physician,2 years,RENT,145000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,405xx,KY
965,18000,18000, 36 months,16.14,634.08,C,C4,Assistant general manager,< 1 year,RENT,58300.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,951xx,CA
966,30000,30000, 36 months,8.81,951.35,A,A5,Wealth Management Operations Clerk,< 1 year,RENT,127000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,794xx,TX
967,6500,6500, 36 months,11.8,215.28,B,B4,guidance counselor,10+ years,MORTGAGE,100000.0,Source Verified,Dec-18,Current,car,Car financing,430xx,OH
968,10000,10000, 36 months,10.72,326.07,B,B2,Maintenance Supervisor,10+ years,MORTGAGE,68000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,211xx,MD
969,5000,4975, 36 months,6.46,153.16,A,A1,General Manager,3 years,MORTGAGE,125000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,804xx,CO
970,30000,30000, 36 months,7.56,934.02,A,A3,General Manager,< 1 year,MORTGAGE,85000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,287xx,NC
971,20000,20000, 60 months,8.19,407.35,A,A4,Regional Account Rep,3 years,MORTGAGE,98088.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,956xx,CA
972,10000,10000, 36 months,16.14,352.27,C,C4,Regional Account Rep,3 years,OWN,65000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,302xx,GA
973,20000,20000, 60 months,16.91,496.09,C,C4,Nurse ,1 year,MORTGAGE,250000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,660xx,KS
974,12000,12000, 36 months,20.89,451.43,D,D4,Technical Specialist,< 1 year,RENT,65000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,282xx,NC
975,12000,12000, 36 months,7.56,373.61,A,A3,Shift Supervisor,2 years,RENT,35000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,109xx,NY
976,6025,6025, 36 months,19.92,223.67,D,D3,Security officer ,2 years,RENT,40000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,017xx,MA
977,10000,10000, 36 months,11.31,328.86,B,B3,Paramedic ,6 years,OWN,100000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,925xx,CA
978,15000,15000, 60 months,10.72,324.05,B,B2,Paratransit driver,2 years,MORTGAGE,30000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,159xx,PA
979,12000,12000, 36 months,8.19,377.09,B,B2,district manager,6 years,MORTGAGE,75000.0,Not Verified,Dec-18,Current,other,Other,478xx,IN
980,15000,15000, 60 months,12.98,341.15,B,B5,General Manager,8 years,RENT,90000.0,Not Verified,Dec-18,Current,major_purchase,Major purchase,775xx,TX
981,40000,40000, 60 months,19.92,1057.98,D,D3,Counselor,2 years,MORTGAGE,86407.40846679515,Verified,Dec-18,Current,credit_card,Credit card refinancing,951xx,CA
982,16000,16000, 60 months,11.8,354.3,B,B4,Journeyman IronWorker,10+ years,MORTGAGE,60000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,462xx,IN
983,30000,30000, 60 months,10.72,648.1,B,B2,Medical Editor,< 1 year,OWN,85000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,100xx,NY
984,4000,4000, 36 months,16.91,142.44,C,C5,Rehabilitation Technician ,4 years,RENT,50000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,718xx,AR
985,10000,10000, 36 months,7.56,311.34,A,A3,Senior Digital Design Lead,7 years,RENT,72000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,021xx,MA
986,35000,35000, 36 months,12.98,1178.96,B,B5,Automation Engineer,< 1 year,RENT,115000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,750xx,TX
987,21000,21000, 36 months,7.02,648.62,B,B5,RN,10+ years,MORTGAGE,130000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,945xx,CA
988,7000,7000, 36 months,10.72,228.25,B,B2,Ssr,5 years,MORTGAGE,55000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,480xx,MI
989,12500,12500, 36 months,7.02,386.08,A,A2,Financial Aid Counselor,1 year,MORTGAGE,86407.40846679515,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,104xx,NY
990,35000,35000, 36 months,11.31,1151.01,B,B3,Tech Lead,10+ years,RENT,99000.0,Source Verified,Dec-18,Current,major_purchase,Major purchase,483xx,MI
991,16375,16375, 60 months,22.35,455.53,D,D5,Heavy equipment operator,4 years,MORTGAGE,95000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,708xx,LA
992,12000,12000, 36 months,7.02,370.64,A,A2,Staff Architect,< 1 year,RENT,67000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,206xx,MD
993,15000,15000, 36 months,14.47,516.1,C,C2,Veterinary Nurse ,2 years,OWN,38000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,641xx,MO
994,9000,9000, 36 months,13.56,305.68,C,C1,Veterinary Nurse ,< 1 year,RENT,150000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,117xx,NY
995,25000,25000, 60 months,20.89,674.79,D,D4,Teacher,< 1 year,RENT,45500.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,708xx,LA
996,30000,30000, 60 months,14.47,705.38,C,C2,Teacher,< 1 year,MORTGAGE,120000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,937xx,CA
997,20000,20000, 36 months,10.33,648.45,B,B1,Teacher,< 1 year,MORTGAGE,185000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,105xx,NY
998,6000,6000, 36 months,19.92,222.74,D,D3,Dept Mgr,10+ years,MORTGAGE,65000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,272xx,NC
999,29000,29000, 36 months,14.47,997.79,C,C2,Material handler,8 years,MORTGAGE,40000.0,Not Verified,Dec-18,Current,major_purchase,Major purchase,134xx,NY
1000,24000,24000, 60 months,14.47,564.31,C,C2,Firefighter,10+ years,RENT,110000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,925xx,CA
1001,6000,6000, 36 months,15.02,208.06,C,C3,Academic Advisor,3 years,RENT,51000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,441xx,OH
1002,8800,8800, 36 months,11.31,289.4,B,B3,Case manager,10+ years,MORTGAGE,68000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,973xx,OR
1003,10000,10000, 36 months,8.81,317.12,B,B3,Sales manager,5 years,RENT,65000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,300xx,GA
1004,14400,14400, 60 months,10.72,311.09,B,B2,Sales manager,< 1 year,OWN,79000.0,Not Verified,Dec-18,Current,other,Other,606xx,IL
1005,9600,9600, 36 months,18.94,351.61,D,D2,Senior Administrative Assistant,10+ years,OWN,103000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,489xx,MI
1006,30000,30000, 60 months,8.19,611.03,A,A4,Deputy Sheriff,10+ years,MORTGAGE,200000.0,Not Verified,Dec-18,Current,home_improvement,Home improvement,119xx,NY
1007,20000,20000, 36 months,8.81,634.23,A,A5,Senior Audiologist,7 years,RENT,115000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,558xx,MN
1008,10500,10500, 60 months,15.02,249.91,C,C3,Utility Coordinator,7 years,RENT,80000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,554xx,MN
1009,5400,5400, 36 months,8.19,169.7,A,A4,Teacher,5 years,OWN,72000.0,Not Verified,Dec-18,Current,medical,Medical expenses,841xx,UT
1010,24000,24000, 60 months,8.19,488.82,A,A4,Associate Attorney,10+ years,MORTGAGE,160000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,017xx,MA
1011,28000,28000, 60 months,12.98,636.8,B,B5,HVAC Technician,10+ years,MORTGAGE,95000.0,Verified,Dec-18,Current,home_improvement,Home improvement,264xx,WV
1012,10000,10000, 60 months,15.02,238.01,C,C3,Sewerman,1 year,RENT,36000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,142xx,NY
1013,26000,26000, 36 months,18.94,952.27,D,D2,Customer sales customer service rep,3 years,RENT,45000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,906xx,CA
1014,40000,40000, 60 months,16.91,992.17,C,C5,Customer sales customer service rep,< 1 year,MORTGAGE,90000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,804xx,CO
1015,14000,14000, 60 months,18.94,362.71,D,D2,Corrections Officer,2 years,RENT,62000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,125xx,NY
1016,9350,9350, 36 months,7.56,291.11,A,A3,Customer support tech,10+ years,RENT,51000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,787xx,TX
1017,27000,27000, 60 months,8.19,549.93,A,A4,Network admin,10+ years,MORTGAGE,52000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,377xx,TN
1018,7500,7500, 36 months,15.02,260.07,C,C3,Delivery service manager,5 years,RENT,70000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,347xx,FL
1019,20000,20000, 60 months,14.47,470.26,C,C2,Driver,9 years,RENT,56000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,957xx,CA
1020,15000,15000, 36 months,11.8,496.79,B,B4,massage therapist,1 year,RENT,35000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,606xx,IL
1021,15000,15000, 36 months,10.33,486.34,B,B1,massage therapist,1 year,RENT,21264.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,334xx,FL
1022,7300,7300, 36 months,8.19,229.4,A,A4,Service sales representative ,1 year,RENT,56000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,919xx,CA
1023,17000,17000, 36 months,11.8,563.03,B,B4,Reapiratory Therapist,8 years,RENT,98000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,802xx,CO
1024,7000,7000, 36 months,16.91,249.26,C,C5,Office manager,10+ years,RENT,55000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,751xx,TX
1025,20000,20000, 60 months,11.8,442.88,B,B4,Office manager,< 1 year,MORTGAGE,95000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,906xx,CA
1026,35000,35000, 60 months,22.35,973.64,D,D5,Office manager,< 1 year,OWN,70000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,908xx,CA
1027,4000,3975, 36 months,8.81,126.85,A,A5,Police officer ,7 years,RENT,120000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,104xx,NY
1028,4000,4000, 36 months,16.91,142.44,C,C5,Police officer ,< 1 year,OWN,45000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,070xx,NJ
1029,26000,26000, 60 months,8.19,529.56,A,A4,Police officer ,< 1 year,OWN,30000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,199xx,DE
1030,25000,25000, 60 months,8.81,516.66,A,A5,Apprenticeship Alabama Coordinator,< 1 year,MORTGAGE,69000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,367xx,AL
1031,9500,9500, 36 months,7.56,295.78,A,A3,Teacher,3 years,RENT,54000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,917xx,CA
1032,18000,18000, 36 months,18.94,659.27,D,D2,Executive Assistant ,1 year,RENT,78000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,957xx,CA
1033,10000,10000, 36 months,11.8,331.19,B,B4,case manager,4 years,OWN,70000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,950xx,CA
1034,17000,17000, 36 months,6.46,520.73,A,A1,Assistant Professor,5 years,OWN,140000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,937xx,CA
1035,10000,10000, 36 months,18.94,366.26,D,D2,PRO-Services,< 1 year,OWN,30000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,922xx,CA
1036,15500,15500, 36 months,6.46,474.78,A,A1,Construction and maintenance Specialist ,10+ years,RENT,62000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,985xx,WA
1037,20000,20000, 60 months,10.72,432.07,B,B2,Delivery driver ,10+ years,MORTGAGE,65000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,480xx,MI
1038,17000,17000, 60 months,11.8,376.44,B,B4,Terminal operator,< 1 year,RENT,50000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,280xx,NC
1039,15000,15000, 36 months,11.31,493.29,B,B3,Employment Program Representative,10+ years,MORTGAGE,57870.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,925xx,CA
1040,15000,15000, 36 months,6.46,459.47,A,A1,Employment Program Representative,10+ years,RENT,30000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,796xx,TX
1041,7800,7800, 36 months,8.19,245.11,A,A4,Field Service Tech,3 years,MORTGAGE,40000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,641xx,MO
1042,2400,2125, 36 months,10.72,78.26,A,A4,Designer,1 year,RENT,71000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,751xx,TX
1043,6000,6000, 36 months,6.46,183.79,A,A1,Director of operations,5 years,OWN,100000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,080xx,NJ
1044,20000,20000, 36 months,6.46,612.62,A,A1,IT Operations Analyst,< 1 year,MORTGAGE,80000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,440xx,OH
1045,20000,20000, 60 months,10.33,428.2,B,B1,Branch Chief,10+ years,MORTGAGE,127000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,802xx,CO
1046,30000,30000, 60 months,14.47,705.38,C,C2,Child Protective Investigator Supervisor,4 years,MORTGAGE,80000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,330xx,FL
1047,20000,20000, 60 months,12.98,454.86,C,C2,Store Manager,10+ years,MORTGAGE,70000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,853xx,AZ
1048,10000,10000, 36 months,8.19,314.25,A,A4,Group Housing Coordinator & Sales,10+ years,RENT,86407.40846679515,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,082xx,NJ
1049,10000,10000, 36 months,16.14,352.27,C,C4,IT support specialist,4 years,RENT,70000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,949xx,CA
